KODE DAN DATA ADMINISTRASI PEMERINTAHAN (PROVINSI, KABUPATEN/KOTA, KECAMATAN, DESA DAN KELURAHAN);;;;;;;;;;
KEPMENDAGRI Nomor 300.2.2 - 2138 TAHUN 2025;;;;;;;;;;
No;Kode Wilayah;Kode_Prov;Kode_Kab;Kode_Kec;Kode_Kel/Desa;Provinsi;Kabupaten/Kota;Kecamatan;Kelurahan/Desa;TIPE
30783;32.15.25.2003;32.;32.15.;32.15.25.;32.15.25.2003;Jawa Barat;Kabupaten Karawang;Kota Baru;Pangulah Utara;Desa
30784;32.15.25.2004;32.;32.15.;32.15.25.;32.15.25.2004;Jawa Barat;Kabupaten Karawang;Kota Baru;Pangulah Baru;Desa
30785;32.15.25.2005;32.;32.15.;32.15.25.;32.15.25.2005;Jawa Barat;Kabupaten Karawang;Kota Baru;Pucung;Desa
30786;32.15.25.2006;32.;32.15.;32.15.25.;32.15.25.2006;Jawa Barat;Kabupaten Karawang;Kota Baru;Jomin Timur;Desa
30787;32.15.25.2007;32.;32.15.;32.15.25.;32.15.25.2007;Jawa Barat;Kabupaten Karawang;Kota Baru;Jomin Barat;Desa
30788;32.15.25.2008;32.;32.15.;32.15.25.;32.15.25.2008;Jawa Barat;Kabupaten Karawang;Kota Baru;Sarimulya;Desa
30789;32.15.25.2009;32.;32.15.;32.15.25.;32.15.25.2009;Jawa Barat;Kabupaten Karawang;Kota Baru;Cikampek Utara;Desa
30790;32.15.26.1001;32.;32.15.;32.15.26.;32.15.26.1001;Jawa Barat;Kabupaten Karawang;Karawang Timur;Karawang Wetan;Kelurahan
30791;32.15.26.1002;32.;32.15.;32.15.26.;32.15.26.1002;Jawa Barat;Kabupaten Karawang;Karawang Timur;Adiarsa Timur;Kelurahan
30792;32.15.26.1003;32.;32.15.;32.15.26.;32.15.26.1003;Jawa Barat;Kabupaten Karawang;Karawang Timur;Palumbonsari;Kelurahan
30793;32.15.26.1004;32.;32.15.;32.15.26.;32.15.26.1004;Jawa Barat;Kabupaten Karawang;Karawang Timur;Plawad;Kelurahan
30794;32.15.26.2005;32.;32.15.;32.15.26.;32.15.26.2005;Jawa Barat;Kabupaten Karawang;Karawang Timur;Margasari;Desa
30795;32.15.26.2006;32.;32.15.;32.15.26.;32.15.26.2006;Jawa Barat;Kabupaten Karawang;Karawang Timur;Warungbambu;Desa
30796;32.15.26.2007;32.;32.15.;32.15.26.;32.15.26.2007;Jawa Barat;Kabupaten Karawang;Karawang Timur;Kondangjaya;Desa
30797;32.15.26.2008;32.;32.15.;32.15.26.;32.15.26.2008;Jawa Barat;Kabupaten Karawang;Karawang Timur;Tegal Sawah;Desa
30798;32.15.27.2001;32.;32.15.;32.15.27.;32.15.27.2001;Jawa Barat;Kabupaten Karawang;Telukjambe Barat;Margakaya;Desa
30799;32.15.27.2002;32.;32.15.;32.15.27.;32.15.27.2002;Jawa Barat;Kabupaten Karawang;Telukjambe Barat;Margamulya;Desa
30800;32.15.27.2003;32.;32.15.;32.15.27.;32.15.27.2003;Jawa Barat;Kabupaten Karawang;Telukjambe Barat;Karangligar;Desa
30801;32.15.27.2004;32.;32.15.;32.15.27.;32.15.27.2004;Jawa Barat;Kabupaten Karawang;Telukjambe Barat;Mekarmulya;Desa
30802;32.15.27.2005;32.;32.15.;32.15.27.;32.15.27.2005;Jawa Barat;Kabupaten Karawang;Telukjambe Barat;Parungsari;Desa
30803;32.15.27.2006;32.;32.15.;32.15.27.;32.15.27.2006;Jawa Barat;Kabupaten Karawang;Telukjambe Barat;Karangmulya;Desa
30804;32.15.27.2007;32.;32.15.;32.15.27.;32.15.27.2007;Jawa Barat;Kabupaten Karawang;Telukjambe Barat;Wanasari;Desa
30805;32.15.27.2008;32.;32.15.;32.15.27.;32.15.27.2008;Jawa Barat;Kabupaten Karawang;Telukjambe Barat;Wanakerta;Desa
30806;32.15.27.2009;32.;32.15.;32.15.27.;32.15.27.2009;Jawa Barat;Kabupaten Karawang;Telukjambe Barat;Wanajaya;Desa
30807;32.15.27.2010;32.;32.15.;32.15.27.;32.15.27.2010;Jawa Barat;Kabupaten Karawang;Telukjambe Barat;Mulyajaya;Desa
30808;32.15.28.2001;32.;32.15.;32.15.28.;32.15.28.2001;Jawa Barat;Kabupaten Karawang;Tegalwaru;Cigunungsari;Desa
30809;32.15.28.2002;32.;32.15.;32.15.28.;32.15.28.2002;Jawa Barat;Kabupaten Karawang;Tegalwaru;Wargasetra;Desa
30810;32.15.28.2003;32.;32.15.;32.15.28.;32.15.28.2003;Jawa Barat;Kabupaten Karawang;Tegalwaru;Mekarbuana;Desa
30811;32.15.28.2004;32.;32.15.;32.15.28.;32.15.28.2004;Jawa Barat;Kabupaten Karawang;Tegalwaru;Cintalaksana;Desa
30812;32.15.28.2005;32.;32.15.;32.15.28.;32.15.28.2005;Jawa Barat;Kabupaten Karawang;Tegalwaru;Cintawargi;Desa
30813;32.15.28.2006;32.;32.15.;32.15.28.;32.15.28.2006;Jawa Barat;Kabupaten Karawang;Tegalwaru;Cintalanggeng;Desa
30814;32.15.28.2007;32.;32.15.;32.15.28.;32.15.28.2007;Jawa Barat;Kabupaten Karawang;Tegalwaru;Kutalanggeng;Desa
30815;32.15.28.2008;32.;32.15.;32.15.28.;32.15.28.2008;Jawa Barat;Kabupaten Karawang;Tegalwaru;Kutamaneuh;Desa
30816;32.15.28.2009;32.;32.15.;32.15.28.;32.15.28.2009;Jawa Barat;Kabupaten Karawang;Tegalwaru;Cipurwasari;Desa
30817;32.15.29.2001;32.;32.15.;32.15.29.;32.15.29.2001;Jawa Barat;Kabupaten Karawang;Purwasari;Darawolong;Desa
30818;32.15.29.2002;32.;32.15.;32.15.29.;32.15.29.2002;Jawa Barat;Kabupaten Karawang;Purwasari;Tegalsari;Desa
30819;32.15.29.2003;32.;32.15.;32.15.29.;32.15.29.2003;Jawa Barat;Kabupaten Karawang;Purwasari;Purwasari;Desa
30820;32.15.29.2004;32.;32.15.;32.15.29.;32.15.29.2004;Jawa Barat;Kabupaten Karawang;Purwasari;Mekarjaya;Desa
30821;32.15.29.2005;32.;32.15.;32.15.29.;32.15.29.2005;Jawa Barat;Kabupaten Karawang;Purwasari;Tamelang;Desa
30822;32.15.29.2006;32.;32.15.;32.15.29.;32.15.29.2006;Jawa Barat;Kabupaten Karawang;Purwasari;Cengkong;Desa
30823;32.15.29.2007;32.;32.15.;32.15.29.;32.15.29.2007;Jawa Barat;Kabupaten Karawang;Purwasari;Sukasari;Desa
30824;32.15.29.2008;32.;32.15.;32.15.29.;32.15.29.2008;Jawa Barat;Kabupaten Karawang;Purwasari;Karangsari;Desa
30825;32.15.30.2001;32.;32.15.;32.15.30.;32.15.30.2001;Jawa Barat;Kabupaten Karawang;Cilebar;Kertamukti;Desa
30826;32.15.30.2002;32.;32.15.;32.15.30.;32.15.30.2002;Jawa Barat;Kabupaten Karawang;Cilebar;Rawasari;Desa
30827;32.15.30.2003;32.;32.15.;32.15.30.;32.15.30.2003;Jawa Barat;Kabupaten Karawang;Cilebar;Pusakajaya Selatan;Desa
30828;32.15.30.2004;32.;32.15.;32.15.30.;32.15.30.2004;Jawa Barat;Kabupaten Karawang;Cilebar;Cikande;Desa
30829;32.15.30.2005;32.;32.15.;32.15.30.;32.15.30.2005;Jawa Barat;Kabupaten Karawang;Cilebar;Kosambibatu;Desa
30830;32.15.30.2006;32.;32.15.;32.15.30.;32.15.30.2006;Jawa Barat;Kabupaten Karawang;Cilebar;Pusakajaya Utara;Desa
30831;32.15.30.2007;32.;32.15.;32.15.30.;32.15.30.2007;Jawa Barat;Kabupaten Karawang;Cilebar;Sukaratu;Desa
30832;32.15.30.2008;32.;32.15.;32.15.30.;32.15.30.2008;Jawa Barat;Kabupaten Karawang;Cilebar;Ciptamargi;Desa
30833;32.15.30.2009;32.;32.15.;32.15.30.;32.15.30.2009;Jawa Barat;Kabupaten Karawang;Cilebar;Mekarpohaci;Desa
30834;32.15.30.2010;32.;32.15.;32.15.30.;32.15.30.2010;Jawa Barat;Kabupaten Karawang;Cilebar;Tanjungsari;Desa
30835;32.16.01.1007;32.;32.16.;32.16.01.;32.16.01.1007;Jawa Barat;Kabupaten Bekasi;Tarumajaya;Setia Asih;Kelurahan
30836;32.16.01.2001;32.;32.16.;32.16.01.;32.16.01.2001;Jawa Barat;Kabupaten Bekasi;Tarumajaya;Sagara Makmur;Desa
30837;32.16.01.2002;32.;32.16.;32.16.01.;32.16.01.2002;Jawa Barat;Kabupaten Bekasi;Tarumajaya;Segarajaya;Desa
30838;32.16.01.2003;32.;32.16.;32.16.01.;32.16.01.2003;Jawa Barat;Kabupaten Bekasi;Tarumajaya;Pusaka Rakyat;Desa
30839;32.16.01.2004;32.;32.16.;32.16.01.;32.16.01.2004;Jawa Barat;Kabupaten Bekasi;Tarumajaya;Pahlawan Setia;Desa
30840;32.16.01.2005;32.;32.16.;32.16.01.;32.16.01.2005;Jawa Barat;Kabupaten Bekasi;Tarumajaya;Setia Mulya;Desa
30841;32.16.01.2006;32.;32.16.;32.16.01.;32.16.01.2006;Jawa Barat;Kabupaten Bekasi;Tarumajaya;Samudra Jaya;Desa
30842;32.16.01.2008;32.;32.16.;32.16.01.;32.16.01.2008;Jawa Barat;Kabupaten Bekasi;Tarumajaya;Pantai Makmur;Desa
30843;32.16.02.1006;32.;32.16.;32.16.02.;32.16.02.1006;Jawa Barat;Kabupaten Bekasi;Babelan;Bahagia;Kelurahan
30844;32.16.02.1007;32.;32.16.;32.16.02.;32.16.02.1007;Jawa Barat;Kabupaten Bekasi;Babelan;Kebalen;Kelurahan
30845;32.16.02.2001;32.;32.16.;32.16.02.;32.16.02.2001;Jawa Barat;Kabupaten Bekasi;Babelan;Bunibakti;Desa
30846;32.16.02.2002;32.;32.16.;32.16.02.;32.16.02.2002;Jawa Barat;Kabupaten Bekasi;Babelan;Muarabakti;Desa
30847;32.16.02.2003;32.;32.16.;32.16.02.;32.16.02.2003;Jawa Barat;Kabupaten Bekasi;Babelan;Kedung Pengawas;Desa
30848;32.16.02.2004;32.;32.16.;32.16.02.;32.16.02.2004;Jawa Barat;Kabupaten Bekasi;Babelan;Hurip Jaya;Desa
30849;32.16.02.2005;32.;32.16.;32.16.02.;32.16.02.2005;Jawa Barat;Kabupaten Bekasi;Babelan;Pantaihurip;Desa
30850;32.16.02.2008;32.;32.16.;32.16.02.;32.16.02.2008;Jawa Barat;Kabupaten Bekasi;Babelan;Babelankota;Desa
30851;32.16.02.2009;32.;32.16.;32.16.02.;32.16.02.2009;Jawa Barat;Kabupaten Bekasi;Babelan;Kedungjaya;Desa
30852;32.16.03.2001;32.;32.16.;32.16.03.;32.16.03.2001;Jawa Barat;Kabupaten Bekasi;Sukawangi;Sukaringin;Desa
30853;32.16.03.2002;32.;32.16.;32.16.03.;32.16.03.2002;Jawa Barat;Kabupaten Bekasi;Sukawangi;Sukabudi;Desa
30854;32.16.03.2003;32.;32.16.;32.16.03.;32.16.03.2003;Jawa Barat;Kabupaten Bekasi;Sukawangi;Sukadaya;Desa
30855;32.16.03.2004;32.;32.16.;32.16.03.;32.16.03.2004;Jawa Barat;Kabupaten Bekasi;Sukawangi;Sukawangi;Desa
30856;32.16.03.2005;32.;32.16.;32.16.03.;32.16.03.2005;Jawa Barat;Kabupaten Bekasi;Sukawangi;Sukakerta;Desa
30857;32.16.03.2006;32.;32.16.;32.16.03.;32.16.03.2006;Jawa Barat;Kabupaten Bekasi;Sukawangi;Sukatenang;Desa
30858;32.16.03.2007;32.;32.16.;32.16.03.;32.16.03.2007;Jawa Barat;Kabupaten Bekasi;Sukawangi;Sukamekar;Desa
30859;32.16.04.2001;32.;32.16.;32.16.04.;32.16.04.2001;Jawa Barat;Kabupaten Bekasi;Tambelang;Sukawijaya;Desa
30860;32.16.04.2002;32.;32.16.;32.16.04.;32.16.04.2002;Jawa Barat;Kabupaten Bekasi;Tambelang;Sukamaju;Desa
30861;32.16.04.2003;32.;32.16.;32.16.04.;32.16.04.2003;Jawa Barat;Kabupaten Bekasi;Tambelang;Sukaraja;Desa
30862;32.16.04.2004;32.;32.16.;32.16.04.;32.16.04.2004;Jawa Barat;Kabupaten Bekasi;Tambelang;Sukarapih;Desa
30863;32.16.04.2005;32.;32.16.;32.16.04.;32.16.04.2005;Jawa Barat;Kabupaten Bekasi;Tambelang;Sukarahayu;Desa
30864;32.16.04.2006;32.;32.16.;32.16.04.;32.16.04.2006;Jawa Barat;Kabupaten Bekasi;Tambelang;Sukamantri;Desa
30865;32.16.04.2007;32.;32.16.;32.16.04.;32.16.04.2007;Jawa Barat;Kabupaten Bekasi;Tambelang;Sukabakti;Desa
30866;32.16.05.2001;32.;32.16.;32.16.05.;32.16.05.2001;Jawa Barat;Kabupaten Bekasi;Tambun Utara;Satriajaya;Desa
30867;32.16.05.2002;32.;32.16.;32.16.05.;32.16.05.2002;Jawa Barat;Kabupaten Bekasi;Tambun Utara;Jejalenjaya;Desa
30868;32.16.05.2003;32.;32.16.;32.16.05.;32.16.05.2003;Jawa Barat;Kabupaten Bekasi;Tambun Utara;Satriamekar;Desa
30869;32.16.05.2004;32.;32.16.;32.16.05.;32.16.05.2004;Jawa Barat;Kabupaten Bekasi;Tambun Utara;Sriamur;Desa
30870;32.16.05.2005;32.;32.16.;32.16.05.;32.16.05.2005;Jawa Barat;Kabupaten Bekasi;Tambun Utara;Srimukti;Desa
30871;32.16.05.2006;32.;32.16.;32.16.05.;32.16.05.2006;Jawa Barat;Kabupaten Bekasi;Tambun Utara;Srijaya;Desa
30872;32.16.05.2007;32.;32.16.;32.16.05.;32.16.05.2007;Jawa Barat;Kabupaten Bekasi;Tambun Utara;Srimahi;Desa
30873;32.16.05.2008;32.;32.16.;32.16.05.;32.16.05.2008;Jawa Barat;Kabupaten Bekasi;Tambun Utara;Karangsatria;Desa
30874;32.16.06.1001;32.;32.16.;32.16.06.;32.16.06.1001;Jawa Barat;Kabupaten Bekasi;Tambun Selatan;Jatimulya;Kelurahan
30875;32.16.06.2002;32.;32.16.;32.16.06.;32.16.06.2002;Jawa Barat;Kabupaten Bekasi;Tambun Selatan;Lambangsari;Desa
30876;32.16.06.2003;32.;32.16.;32.16.06.;32.16.06.2003;Jawa Barat;Kabupaten Bekasi;Tambun Selatan;Lambangjaya;Desa
30877;32.16.06.2004;32.;32.16.;32.16.06.;32.16.06.2004;Jawa Barat;Kabupaten Bekasi;Tambun Selatan;Tambun;Desa
30878;32.16.06.2005;32.;32.16.;32.16.06.;32.16.06.2005;Jawa Barat;Kabupaten Bekasi;Tambun Selatan;Setiadarma;Desa
30879;32.16.06.2006;32.;32.16.;32.16.06.;32.16.06.2006;Jawa Barat;Kabupaten Bekasi;Tambun Selatan;Setiamekar;Desa
30880;32.16.06.2007;32.;32.16.;32.16.06.;32.16.06.2007;Jawa Barat;Kabupaten Bekasi;Tambun Selatan;Mekarsari;Desa
30881;32.16.06.2008;32.;32.16.;32.16.06.;32.16.06.2008;Jawa Barat;Kabupaten Bekasi;Tambun Selatan;Tridaya Sakti;Desa
30882;32.16.06.2009;32.;32.16.;32.16.06.;32.16.06.2009;Jawa Barat;Kabupaten Bekasi;Tambun Selatan;Mangunjaya;Desa
30883;32.16.06.2010;32.;32.16.;32.16.06.;32.16.06.2010;Jawa Barat;Kabupaten Bekasi;Tambun Selatan;Sumberjaya;Desa
30884;32.16.07.1001;32.;32.16.;32.16.07.;32.16.07.1001;Jawa Barat;Kabupaten Bekasi;Cibitung;Wanasari;Kelurahan
30885;32.16.07.2002;32.;32.16.;32.16.07.;32.16.07.2002;Jawa Barat;Kabupaten Bekasi;Cibitung;Wanajaya;Desa
30886;32.16.07.2003;32.;32.16.;32.16.07.;32.16.07.2003;Jawa Barat;Kabupaten Bekasi;Cibitung;Kertamukti;Desa
30887;32.16.07.2004;32.;32.16.;32.16.07.;32.16.07.2004;Jawa Barat;Kabupaten Bekasi;Cibitung;Muktiwari;Desa
30888;32.16.07.2005;32.;32.16.;32.16.07.;32.16.07.2005;Jawa Barat;Kabupaten Bekasi;Cibitung;Sarimukti;Desa
30889;32.16.07.2006;32.;32.16.;32.16.07.;32.16.07.2006;Jawa Barat;Kabupaten Bekasi;Cibitung;Sukajaya;Desa
30890;32.16.07.2007;32.;32.16.;32.16.07.;32.16.07.2007;Jawa Barat;Kabupaten Bekasi;Cibitung;Cibuntu;Desa
30891;32.16.08.1008;32.;32.16.;32.16.08.;32.16.08.1008;Jawa Barat;Kabupaten Bekasi;Cikarang Barat;Telaga Asih;Kelurahan
30892;32.16.08.2001;32.;32.16.;32.16.08.;32.16.08.2001;Jawa Barat;Kabupaten Bekasi;Cikarang Barat;Telagamurni;Desa
30893;32.16.08.2002;32.;32.16.;32.16.08.;32.16.08.2002;Jawa Barat;Kabupaten Bekasi;Cikarang Barat;Mekarwangi;Desa
30894;32.16.08.2003;32.;32.16.;32.16.08.;32.16.08.2003;Jawa Barat;Kabupaten Bekasi;Cikarang Barat;Jatiwangi;Desa
30895;32.16.08.2004;32.;32.16.;32.16.08.;32.16.08.2004;Jawa Barat;Kabupaten Bekasi;Cikarang Barat;Danau Indah;Desa
30896;32.16.08.2005;32.;32.16.;32.16.08.;32.16.08.2005;Jawa Barat;Kabupaten Bekasi;Cikarang Barat;Gandamekar;Desa
30897;32.16.08.2006;32.;32.16.;32.16.08.;32.16.08.2006;Jawa Barat;Kabupaten Bekasi;Cikarang Barat;Gandasari;Desa
30898;32.16.08.2007;32.;32.16.;32.16.08.;32.16.08.2007;Jawa Barat;Kabupaten Bekasi;Cikarang Barat;Sukadanau;Desa
30899;32.16.08.2009;32.;32.16.;32.16.08.;32.16.08.2009;Jawa Barat;Kabupaten Bekasi;Cikarang Barat;Kalijaya;Desa
30900;32.16.08.2010;32.;32.16.;32.16.08.;32.16.08.2010;Jawa Barat;Kabupaten Bekasi;Cikarang Barat;Telajung;Desa
30901;32.16.08.2011;32.;32.16.;32.16.08.;32.16.08.2011;Jawa Barat;Kabupaten Bekasi;Cikarang Barat;Cikedokan;Desa
30902;32.16.09.2001;32.;32.16.;32.16.09.;32.16.09.2001;Jawa Barat;Kabupaten Bekasi;Cikarang Utara;Cikarangkota;Desa
30903;32.16.09.2002;32.;32.16.;32.16.09.;32.16.09.2002;Jawa Barat;Kabupaten Bekasi;Cikarang Utara;Karangbaru;Desa
30904;32.16.09.2003;32.;32.16.;32.16.09.;32.16.09.2003;Jawa Barat;Kabupaten Bekasi;Cikarang Utara;Karangasih;Desa
30905;32.16.09.2004;32.;32.16.;32.16.09.;32.16.09.2004;Jawa Barat;Kabupaten Bekasi;Cikarang Utara;Waluya;Desa
30906;32.16.09.2005;32.;32.16.;32.16.09.;32.16.09.2005;Jawa Barat;Kabupaten Bekasi;Cikarang Utara;Karangraharja;Desa
30907;32.16.09.2006;32.;32.16.;32.16.09.;32.16.09.2006;Jawa Barat;Kabupaten Bekasi;Cikarang Utara;Pasirgombong;Desa
30908;32.16.09.2007;32.;32.16.;32.16.09.;32.16.09.2007;Jawa Barat;Kabupaten Bekasi;Cikarang Utara;Simpangan;Desa
30909;32.16.09.2008;32.;32.16.;32.16.09.;32.16.09.2008;Jawa Barat;Kabupaten Bekasi;Cikarang Utara;Tanjungsari;Desa
30910;32.16.09.2009;32.;32.16.;32.16.09.;32.16.09.2009;Jawa Barat;Kabupaten Bekasi;Cikarang Utara;Harjamekar;Desa
30911;32.16.09.2010;32.;32.16.;32.16.09.;32.16.09.2010;Jawa Barat;Kabupaten Bekasi;Cikarang Utara;Mekarmukti;Desa
30912;32.16.09.2011;32.;32.16.;32.16.09.;32.16.09.2011;Jawa Barat;Kabupaten Bekasi;Cikarang Utara;Wangunharja;Desa
30913;32.16.10.2001;32.;32.16.;32.16.10.;32.16.10.2001;Jawa Barat;Kabupaten Bekasi;Karang Bahagia;Sukaraya;Desa
30914;32.16.10.2002;32.;32.16.;32.16.10.;32.16.10.2002;Jawa Barat;Kabupaten Bekasi;Karang Bahagia;Karangrahayu;Desa
30915;32.16.10.2003;32.;32.16.;32.16.10.;32.16.10.2003;Jawa Barat;Kabupaten Bekasi;Karang Bahagia;Karangsetia;Desa
30916;32.16.10.2004;32.;32.16.;32.16.10.;32.16.10.2004;Jawa Barat;Kabupaten Bekasi;Karang Bahagia;Karanganyar;Desa
30917;32.16.10.2005;32.;32.16.;32.16.10.;32.16.10.2005;Jawa Barat;Kabupaten Bekasi;Karang Bahagia;Karangbahagia;Desa
30918;32.16.10.2006;32.;32.16.;32.16.10.;32.16.10.2006;Jawa Barat;Kabupaten Bekasi;Karang Bahagia;Karangsentosa;Desa
30919;32.16.10.2007;32.;32.16.;32.16.10.;32.16.10.2007;Jawa Barat;Kabupaten Bekasi;Karang Bahagia;Karangsatu;Desa
30920;32.16.10.2008;32.;32.16.;32.16.10.;32.16.10.2008;Jawa Barat;Kabupaten Bekasi;Karang Bahagia;Karangmukti;Desa
30921;32.16.11.1007;32.;32.16.;32.16.11.;32.16.11.1007;Jawa Barat;Kabupaten Bekasi;Cikarang Timur;Sertajaya;Kelurahan
30922;32.16.11.2001;32.;32.16.;32.16.11.;32.16.11.2001;Jawa Barat;Kabupaten Bekasi;Cikarang Timur;Tanjungbaru;Desa
30923;32.16.11.2002;32.;32.16.;32.16.11.;32.16.11.2002;Jawa Barat;Kabupaten Bekasi;Cikarang Timur;Cipayung;Desa
30924;32.16.11.2003;32.;32.16.;32.16.11.;32.16.11.2003;Jawa Barat;Kabupaten Bekasi;Cikarang Timur;Hegarmanah;Desa
30925;32.16.11.2004;32.;32.16.;32.16.11.;32.16.11.2004;Jawa Barat;Kabupaten Bekasi;Cikarang Timur;Jatireja;Desa
30926;32.16.11.2005;32.;32.16.;32.16.11.;32.16.11.2005;Jawa Barat;Kabupaten Bekasi;Cikarang Timur;Jatibaru;Desa
30927;32.16.11.2006;32.;32.16.;32.16.11.;32.16.11.2006;Jawa Barat;Kabupaten Bekasi;Cikarang Timur;Labansari;Desa
30928;32.16.11.2008;32.;32.16.;32.16.11.;32.16.11.2008;Jawa Barat;Kabupaten Bekasi;Cikarang Timur;Karangsari;Desa
30929;32.16.12.2001;32.;32.16.;32.16.12.;32.16.12.2001;Jawa Barat;Kabupaten Bekasi;Kedung Waringin;Karangsambung;Desa
30930;32.16.12.2002;32.;32.16.;32.16.12.;32.16.12.2002;Jawa Barat;Kabupaten Bekasi;Kedung Waringin;Waringinjaya;Desa
30931;32.16.12.2003;32.;32.16.;32.16.12.;32.16.12.2003;Jawa Barat;Kabupaten Bekasi;Kedung Waringin;Karangmekar;Desa
30932;32.16.12.2004;32.;32.16.;32.16.12.;32.16.12.2004;Jawa Barat;Kabupaten Bekasi;Kedung Waringin;Mekarjaya;Desa
30933;32.16.12.2005;32.;32.16.;32.16.12.;32.16.12.2005;Jawa Barat;Kabupaten Bekasi;Kedung Waringin;Karangharum;Desa
30934;32.16.12.2006;32.;32.16.;32.16.12.;32.16.12.2006;Jawa Barat;Kabupaten Bekasi;Kedung Waringin;Bojongsari;Desa
30935;32.16.12.2007;32.;32.16.;32.16.12.;32.16.12.2007;Jawa Barat;Kabupaten Bekasi;Kedung Waringin;Kedungwaringin;Desa
30936;32.16.13.1011;32.;32.16.;32.16.13.;32.16.13.1011;Jawa Barat;Kabupaten Bekasi;Pebayuran;Kertasari;Kelurahan
30937;32.16.13.2001;32.;32.16.;32.16.13.;32.16.13.2001;Jawa Barat;Kabupaten Bekasi;Pebayuran;Karangharja;Desa
30938;32.16.13.2002;32.;32.16.;32.16.13.;32.16.13.2002;Jawa Barat;Kabupaten Bekasi;Pebayuran;Karangsegar;Desa
30939;32.16.13.2003;32.;32.16.;32.16.13.;32.16.13.2003;Jawa Barat;Kabupaten Bekasi;Pebayuran;Sumberurip;Desa
30940;32.16.13.2004;32.;32.16.;32.16.13.;32.16.13.2004;Jawa Barat;Kabupaten Bekasi;Pebayuran;Sumbereja;Desa
30941;32.16.13.2005;32.;32.16.;32.16.13.;32.16.13.2005;Jawa Barat;Kabupaten Bekasi;Pebayuran;Karangreja;Desa
30942;32.16.13.2006;32.;32.16.;32.16.13.;32.16.13.2006;Jawa Barat;Kabupaten Bekasi;Pebayuran;Karangjaya;Desa
30943;32.16.13.2007;32.;32.16.;32.16.13.;32.16.13.2007;Jawa Barat;Kabupaten Bekasi;Pebayuran;Sumbersari;Desa
30944;32.16.13.2008;32.;32.16.;32.16.13.;32.16.13.2008;Jawa Barat;Kabupaten Bekasi;Pebayuran;Karangpatri;Desa
30945;32.16.13.2009;32.;32.16.;32.16.13.;32.16.13.2009;Jawa Barat;Kabupaten Bekasi;Pebayuran;Karanghaur;Desa
30946;32.16.13.2010;32.;32.16.;32.16.13.;32.16.13.2010;Jawa Barat;Kabupaten Bekasi;Pebayuran;Kertajaya;Desa
30947;32.16.13.2012;32.;32.16.;32.16.13.;32.16.13.2012;Jawa Barat;Kabupaten Bekasi;Pebayuran;Bantarsari;Desa
30948;32.16.13.2013;32.;32.16.;32.16.13.;32.16.13.2013;Jawa Barat;Kabupaten Bekasi;Pebayuran;Bantarjaya;Desa
30949;32.16.14.2001;32.;32.16.;32.16.14.;32.16.14.2001;Jawa Barat;Kabupaten Bekasi;Sukakarya;Sukamurni;Desa
30950;32.16.14.2002;32.;32.16.;32.16.14.;32.16.14.2002;Jawa Barat;Kabupaten Bekasi;Sukakarya;Sukaindah;Desa
30951;32.16.14.2003;32.;32.16.;32.16.14.;32.16.14.2003;Jawa Barat;Kabupaten Bekasi;Sukakarya;Sukakarya;Desa
30952;32.16.14.2004;32.;32.16.;32.16.14.;32.16.14.2004;Jawa Barat;Kabupaten Bekasi;Sukakarya;Sukalaksana;Desa
30953;32.16.14.2005;32.;32.16.;32.16.14.;32.16.14.2005;Jawa Barat;Kabupaten Bekasi;Sukakarya;Sukajadi;Desa
30954;32.16.14.2006;32.;32.16.;32.16.14.;32.16.14.2006;Jawa Barat;Kabupaten Bekasi;Sukakarya;Sukakarsa;Desa
30955;32.16.14.2007;32.;32.16.;32.16.14.;32.16.14.2007;Jawa Barat;Kabupaten Bekasi;Sukakarya;Sukamakmur;Desa
30956;32.16.15.2001;32.;32.16.;32.16.15.;32.16.15.2001;Jawa Barat;Kabupaten Bekasi;Sukatani;Sukamulya;Desa
30957;32.16.15.2002;32.;32.16.;32.16.15.;32.16.15.2002;Jawa Barat;Kabupaten Bekasi;Sukatani;Sukamanah;Desa
30958;32.16.15.2003;32.;32.16.;32.16.15.;32.16.15.2003;Jawa Barat;Kabupaten Bekasi;Sukatani;Sukahurip;Desa
30959;32.16.15.2004;32.;32.16.;32.16.15.;32.16.15.2004;Jawa Barat;Kabupaten Bekasi;Sukatani;Sukaasih;Desa
30960;32.16.15.2005;32.;32.16.;32.16.15.;32.16.15.2005;Jawa Barat;Kabupaten Bekasi;Sukatani;Sukarukun;Desa
30961;32.16.15.2006;32.;32.16.;32.16.15.;32.16.15.2006;Jawa Barat;Kabupaten Bekasi;Sukatani;Banjarsari;Desa
30962;32.16.15.2007;32.;32.16.;32.16.15.;32.16.15.2007;Jawa Barat;Kabupaten Bekasi;Sukatani;Sukadarma;Desa
30963;32.16.16.2001;32.;32.16.;32.16.16.;32.16.16.2001;Jawa Barat;Kabupaten Bekasi;Cabangbungin;Jayabakti;Desa
30964;32.16.16.2002;32.;32.16.;32.16.16.;32.16.16.2002;Jawa Barat;Kabupaten Bekasi;Cabangbungin;Jayalaksana;Desa
30965;32.16.16.2003;32.;32.16.;32.16.16.;32.16.16.2003;Jawa Barat;Kabupaten Bekasi;Cabangbungin;Sindangsari;Desa
30966;32.16.16.2004;32.;32.16.;32.16.16.;32.16.16.2004;Jawa Barat;Kabupaten Bekasi;Cabangbungin;Sindangjaya;Desa
